"","ind_id","Sex","Ethnicity","question","response","domain","domain2","domain3"
"79",262055036,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"80",262055196,"Male","bayaka","hh_head","Me","household_head","household_head","hh_head"
"81",262054981,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"82",262055265,"Female","bayaka","hh_head","Partner","household_head","household_head","hh_head"
"83",262055238,"Female","bayaka","hh_head","Others","household_head","household_head","hh_head"
"84",262091614,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"85",262055079,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"86",262055164,"Male","bayaka","hh_head","Me","household_head","household_head","hh_head"
"87",262055191,"Female","bayaka","hh_head","Others","household_head","household_head","hh_head"
"88",262055184,"Female","bayaka","hh_head","Me","household_head","household_head","hh_head"
"89",262054986,"Male","bandongo","hh_head","Me","household_head","household_head","hh_head"
"90",262055245,"Male","bayaka","hh_head","Me","household_head","household_head","hh_head"
"91",262091607,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"92",262055013,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"93",262055273,"Female","bayaka","hh_head","Partner","household_head","household_head","hh_head"
"94",262055204,"Female","bayaka","hh_head","Partner","household_head","household_head","hh_head"
"95",262055190,"Male","bayaka","hh_head","Partner","household_head","household_head","hh_head"
"96",262055029,"Female","bandongo","hh_head","Me","household_head","household_head","hh_head"
"97",262091647,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"98",262055176,"Male","bayaka","hh_head","Me","household_head","household_head","hh_head"
"99",262055181,"Male","bayaka","hh_head","Partner","household_head","household_head","hh_head"
"100",262091669,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"101",262055275,"Female","bayaka","hh_head","Me","household_head","household_head","hh_head"
"102",262054998,"Female","bandongo","hh_head","Partner","household_head","household_head","hh_head"
"103",262055167,"Male","bayaka","hh_head","Me","household_head","household_head","hh_head"
"104",262055202,"Male","bayaka","hh_head","Me","household_head","household_head","hh_head"
"105",262055205,"Male","bayaka","hh_head","Others","household_head","household_head","hh_head"
"106",262055253,"Male","bayaka","residence","Partner","mobility","mobility","residence"
"107",262055034,"Female","bandongo","residence","Me","mobility","mobility","residence"
"108",262055231,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"109",262055213,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"110",262055283,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"111",262055260,"Female","bayaka","residence","Me","mobility","mobility","residence"
"112",262091545,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"113",262055174,"Female","bayaka","residence","Me","mobility","mobility","residence"
"114",262055247,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"115",262055170,"Male","bayaka","residence","Me","mobility","mobility","residence"
"116",262055280,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"117",262055084,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"118",262055187,"Female","bayaka","residence","Others","mobility","mobility","residence"
"119",262054992,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"120",262054988,"Female","bandongo","residence","Others","mobility","mobility","residence"
"121",262055208,"Male","bayaka","residence","Partner","mobility","mobility","residence"
"122",262055030,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"123",262091598,"Female","bandongo","residence","Together","mobility","mobility","residence"
"124",262055035,"Female","bandongo","residence","Me","mobility","mobility","residence"
"125",262055203,"Female","bayaka","residence","Together","mobility","mobility","residence"
"126",262055006,"Female","bandongo","residence","Me","mobility","mobility","residence"
"127",262091585,"Female","bandongo","residence","Together","mobility","mobility","residence"
"128",262091636,"Female","bandongo","residence","Together","mobility","mobility","residence"
"129",262055081,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"130",262055210,"Male","bayaka","residence","Others","mobility","mobility","residence"
"131",262055192,"Female","bayaka","residence","Me","mobility","mobility","residence"
"132",262055211,"Female","bayaka","residence","Me","mobility","mobility","residence"
"133",262091711,"Female","bandongo","residence","Others","mobility","mobility","residence"
"134",262055066,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"135",262091702,"Female","bandongo","residence","Me","mobility","mobility","residence"
"136",262055165,"Male","bayaka","residence","Together","mobility","mobility","residence"
"137",262055212,"Male","bayaka","residence","Others","mobility","mobility","residence"
"138",262055267,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"139",262055177,"Male","bayaka","residence","Me","mobility","mobility","residence"
"140",262055236,"Female","bayaka","residence","Me","mobility","mobility","residence"
"141",262055242,"Female","bayaka","residence","Others","mobility","mobility","residence"
"142",262091525,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"143",262055189,"Female","bayaka","residence","Others","mobility","mobility","residence"
"144",262055263,"Female","bayaka","residence","Me","mobility","mobility","residence"
"145",262055201,"Female","bayaka","residence","Me","mobility","mobility","residence"
"146",262055209,"Female","bayaka","residence","Me","mobility","mobility","residence"
"147",262054995,"Female","bandongo","residence","Me","mobility","mobility","residence"
"148",262055250,"Female","bayaka","residence","Me","mobility","mobility","residence"
"149",262055188,"Female","bayaka","residence","Others","mobility","mobility","residence"
"150",262055197,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"151",262055058,"Female","bandongo","residence","Together","mobility","mobility","residence"
"152",262055061,"Female","bandongo","residence","Me","mobility","mobility","residence"
"153",262055064,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"154",262055083,"Female","bandongo","residence","Me","mobility","mobility","residence"
"155",262055001,"Female","bandongo","residence","Me","mobility","mobility","residence"
"156",262055085,"Female","bandongo","residence","Me","mobility","mobility","residence"
"157",262055225,"Male","bayaka","residence","Me","mobility","mobility","residence"
"158",262055222,"Male","bayaka","residence","Me","mobility","mobility","residence"
"159",262055200,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"160",262055228,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"161",262055207,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"162",262055162,"Male","bayaka","residence","Partner","mobility","mobility","residence"
"163",262055023,"Female","bandongo","residence","Me","mobility","mobility","residence"
"164",262055218,"Male","bayaka","residence","Me","mobility","mobility","residence"
"165",262055020,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"166",262055233,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"167",262055276,"Female","bayaka","residence","Me","mobility","mobility","residence"
"168",262055180,"Female","bayaka","residence","Me","mobility","mobility","residence"
"169",262091684,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"170",262055014,"Female","bandongo","residence","Together","mobility","mobility","residence"
"171",262055027,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"172",262055199,"Male","bayaka","residence","Me","mobility","mobility","residence"
"173",262055198,"Male","bayaka","residence","Partner","mobility","mobility","residence"
"174",262055171,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"175",262055215,"Female","bayaka","residence","Me","mobility","mobility","residence"
"176",262055195,"Male","bayaka","residence","Me","mobility","mobility","residence"
"177",262055010,"Female","bandongo","residence","Me","mobility","mobility","residence"
"178",262055194,"Male","bayaka","residence","Me","mobility","mobility","residence"
"179",262055026,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"180",262055186,"Female","bayaka","residence","Others","mobility","mobility","residence"
"181",262055270,"Female","bayaka","residence","Me","mobility","mobility","residence"
"182",262055206,"Male","bayaka","residence","Together","mobility","mobility","residence"
"183",262091728,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"184",262055036,"Female","bandongo","residence","Others","mobility","mobility","residence"
"185",262055196,"Male","bayaka","residence","Partner","mobility","mobility","residence"
"186",262054981,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"187",262055265,"Female","bayaka","residence","Me","mobility","mobility","residence"
"188",262055238,"Female","bayaka","residence","Me","mobility","mobility","residence"
"189",262091614,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"190",262055079,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"191",262055164,"Male","bayaka","residence","Partner","mobility","mobility","residence"
"192",262055191,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"193",262055184,"Female","bayaka","residence","Me","mobility","mobility","residence"
"194",262054986,"Male","bandongo","residence","Me","mobility","mobility","residence"
"195",262055245,"Male","bayaka","residence","Me","mobility","mobility","residence"
"196",262091607,"Female","bandongo","residence","Together","mobility","mobility","residence"
"197",262055013,"Female","bandongo","residence","Me","mobility","mobility","residence"
"198",262055273,"Female","bayaka","residence","Partner","mobility","mobility","residence"
"199",262055204,"Female","bayaka","residence","Together","mobility","mobility","residence"
"200",262055190,"Male","bayaka","residence","Me","mobility","mobility","residence"
"201",262055029,"Female","bandongo","residence","Me","mobility","mobility","residence"
"202",262091647,"Female","bandongo","residence","Me","mobility","mobility","residence"
"203",262055176,"Male","bayaka","residence","Others","mobility","mobility","residence"
"204",262055181,"Male","bayaka","residence","Partner","mobility","mobility","residence"
"205",262091669,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"206",262055275,"Female","bayaka","residence","Me","mobility","mobility","residence"
"207",262054998,"Female","bandongo","residence","Partner","mobility","mobility","residence"
"208",262055167,"Male","bayaka","residence","Together","mobility","mobility","residence"
"209",262055202,"Male","bayaka","residence","Me","mobility","mobility","residence"
"210",262055205,"Male","bayaka","residence","Others","mobility","mobility","residence"
"211",262055253,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"212",262055034,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"213",262055231,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"214",262055213,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"215",262055283,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"216",262055260,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"217",262091545,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"218",262055174,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"219",262055247,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"220",262055170,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"221",262055280,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"222",262055084,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"223",262055187,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"224",262054992,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"225",262054988,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"226",262055208,"Male","bayaka","mobility","Together","mobility","mobility","mobility"
"227",262055030,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"228",262091598,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"229",262055035,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"230",262055203,"Female","bayaka","mobility","Together","mobility","mobility","mobility"
"231",262055006,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"232",262091585,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"233",262091636,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"234",262055081,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"235",262055210,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"236",262055192,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"237",262055211,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"238",262091711,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"239",262055066,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"240",262091702,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"241",262055165,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"242",262055212,"Male","bayaka","mobility","Others","mobility","mobility","mobility"
"243",262055267,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"244",262055177,"Male","bayaka","mobility","Partner","mobility","mobility","mobility"
"245",262055236,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"246",262055242,"Female","bayaka","mobility","Others","mobility","mobility","mobility"
"247",262091525,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"248",262055189,"Female","bayaka","mobility","Others","mobility","mobility","mobility"
"249",262055263,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"250",262055201,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"251",262055209,"Female","bayaka","mobility","Together","mobility","mobility","mobility"
"252",262054995,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"253",262055250,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"254",262055188,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"255",262055197,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"256",262055058,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"257",262055061,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"258",262055064,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"259",262055083,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"260",262055001,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"261",262055085,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"262",262055225,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"263",262055222,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"264",262055200,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"265",262055228,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"266",262055207,"Female","bayaka","mobility","Together","mobility","mobility","mobility"
"267",262055162,"Male","bayaka","mobility","Together","mobility","mobility","mobility"
"268",262055023,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"269",262055218,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"270",262055020,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"271",262055233,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"272",262055276,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"273",262055180,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"274",262091684,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"275",262055014,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"276",262055027,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"277",262055199,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"278",262055198,"Male","bayaka","mobility","Partner","mobility","mobility","mobility"
"279",262055171,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"280",262055215,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"281",262055195,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"282",262055010,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"283",262055194,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"284",262055026,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"285",262055186,"Female","bayaka","mobility","Others","mobility","mobility","mobility"
"286",262055270,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"287",262055206,"Male","bayaka","mobility","Together","mobility","mobility","mobility"
"288",262091728,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"289",262055036,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"290",262055196,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"291",262054981,"Female","bandongo","mobility","Partner","mobility","mobility","mobility"
"292",262055265,"Female","bayaka","mobility","Together","mobility","mobility","mobility"
"293",262055238,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"294",262091614,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"295",262055079,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"296",262055164,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"297",262055191,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"298",262055184,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"299",262054986,"Male","bandongo","mobility","Me","mobility","mobility","mobility"
"300",262055245,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"301",262091607,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"302",262055013,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"303",262055273,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"304",262055204,"Female","bayaka","mobility","Partner","mobility","mobility","mobility"
"305",262055190,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"306",262055029,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"307",262091647,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"308",262055176,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"309",262055181,"Male","bayaka","mobility","Partner","mobility","mobility","mobility"
"310",262091669,"Female","bandongo","mobility","Together","mobility","mobility","mobility"
"311",262055275,"Female","bayaka","mobility","Me","mobility","mobility","mobility"
"312",262054998,"Female","bandongo","mobility","Me","mobility","mobility","mobility"
"313",262055167,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"314",262055202,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"315",262055205,"Male","bayaka","mobility","Me","mobility","mobility","mobility"
"316",262055253,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"317",262055034,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"318",262055231,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"319",262055213,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"320",262055283,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"321",262055260,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"322",262091545,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"323",262055174,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"324",262055247,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"325",262055170,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"326",262055280,"Female","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"327",262055084,"Female","bandongo","daily_activity","Partner","activity","daily_activity","daily_activity"
"328",262055187,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"329",262054992,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"330",262054988,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"331",262055208,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"332",262055030,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"333",262091598,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"334",262055035,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"335",262055203,"Female","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"336",262055006,"Female","bandongo","daily_activity","Partner","activity","daily_activity","daily_activity"
"337",262091585,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"338",262091636,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"339",262055081,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"340",262055210,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"341",262055192,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"342",262055211,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"343",262091711,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"344",262055066,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"345",262091702,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"346",262055165,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"347",262055212,"Male","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"348",262055267,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"349",262055177,"Male","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"350",262055236,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"351",262055242,"Female","bayaka","daily_activity","Others","activity","daily_activity","daily_activity"
"352",262091525,"Female","bandongo","daily_activity","Partner","activity","daily_activity","daily_activity"
"353",262055189,"Female","bayaka","daily_activity","Others","activity","daily_activity","daily_activity"
"354",262055263,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"355",262055201,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"356",262055209,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"357",262054995,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"358",262055250,"Female","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"359",262055188,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"360",262055197,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"361",262055058,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"362",262055061,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"363",262055064,"Female","bandongo","daily_activity","Together","activity","daily_activity","daily_activity"
"364",262055083,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"365",262055001,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"366",262055085,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"367",262055225,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"368",262055222,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"369",262055200,"Female","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"370",262055228,"Female","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"371",262055207,"Female","bayaka","daily_activity","Partner","activity","daily_activity","daily_activity"
"372",262055162,"Male","bayaka","daily_activity","Me","activity","daily_activity","daily_activity"
"373",262055023,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
"374",262055218,"Male","bayaka","daily_activity","Together","activity","daily_activity","daily_activity"
"375",262055020,"Female","bandongo","daily_activity","Me","activity","daily_activity","daily_activity"
